..\imagens_para_conversao\sprite_bomb06: .word 16, 16
.byte 255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,
255,255,255,0,0,164,164,164,164,164,164,0,0,255,255,255,
255,255,0,173,164,164,164,164,164,164,164,164,173,0,255,255,
255,0,164,164,173,164,164,164,164,164,164,173,164,164,0,255,
255,0,164,164,164,173,164,164,164,164,173,164,164,164,0,255,
0,164,164,164,164,164,173,173,173,173,164,164,164,164,164,0,
0,164,164,164,164,173,173,173,173,173,173,164,164,164,164,0,
0,91,164,164,164,173,173,171,171,173,173,164,164,164,164,0,
0,91,164,164,164,173,173,171,171,173,173,164,164,164,164,0,
0,91,164,164,164,173,173,173,173,173,173,164,164,164,164,0,
0,91,91,164,164,164,173,173,173,173,164,164,164,164,164,0,
255,0,91,164,164,173,164,164,164,164,173,164,164,164,0,255,
255,0,91,91,173,164,164,164,164,164,164,173,164,164,0,255,
255,255,0,173,91,164,164,164,164,164,164,164,173,0,255,255,
255,255,255,0,0,91,91,91,164,164,164,0,0,255,255,255,
255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,


